prompt_id,section_id,title,visual_family,placement,priority,regeneration_priority,recommended_model,api_quality,api_size,recommended_variants,reference_tags,caption,overlay_notes,assembled_prompt
GFV6-D_5-B-A,D.5-B,Waves - alternate,Field and flow,optional emotional plate,optional,normal,gpt-image-1.5,high,1536x1024,1,,The pattern moves; the pieces may only move locally.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: field laboratory; water table, vibrating string, wind tunnel, local arrow markers, currents, and phase-space traces
Subject: a stadium wave seen from above dissolving into an ocean ripple diagram.
Conceptual action: The pattern moves; the pieces may only move locally; the same visual rhythm passes through different media, emphasizing that the pattern travels while individual parts mostly oscillate locally
Composition: minimal companion plate; one apparatus centered; at least half the image is clean overlay space
Materials / medium: editorial scientific visualization; translucent fluid, matte arrows, taut string, pale blank grids
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: companion plate designed to receive exact vector diagram overlays"
GFV6-D_6-A,D.6,State space and phase portraits,Field and flow,conceptual plate,core,normal,gpt-image-1.5,high,1536x1024,1,,"Sometimes the right picture is the space of states, not the graph over time.","Overlay optional for state axes. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: field laboratory; water table, vibrating string, wind tunnel, local arrow markers, currents, and phase-space traces
Subject: instead of graphing height over time, show a dancer's position and velocity as a moving point in a state-space room.
Conceptual action: Sometimes the right picture is the space of states, the state-space path before the time graph; the point traces loops and spirals on the floor
Composition: rule everywhere, path obeying it; exact axes and equations added later; one local law visible at a time
Materials / medium: editorial scientific visualization; translucent fluid, matte arrows, taut string, pale blank grids
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: conceptual science-math plate for differential equations and waves"
GFV6-D_7-A,D.7,"Historical note: Newton, Euler, Fourier, and after",Field and flow,orchestra of laws,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.5 rotating_bead,Differential equations became the language of changing physical systems.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: instrument-led historical still life; one era-specific work surface, closed books, blank tools only
Subject: newton, Euler, Fourier eras as instruments in one orchestra: planets, fluids, strings, heat, and waves all playing from local rate laws.
Conceptual action: Differential equations became the language of changing physical systems.
Composition: single still-life or one restrained historical scene; exactly one practical problem is visible through instruments
Materials / medium: editorial scientific visualization; translucent fluid, matte arrows, taut string, pale blank grids
Surface / text policy: Text layer: closed books, blank paper, abstract ticks only; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: historical editorial plate; context comes from instruments and one practical problem; restrained scene"
GFV6-D_8-A,D.8,Why this interlude matters for the whole mission,Field and flow,conceptual convergence,core,normal,gpt-image-1.5,high,1536x1024,1,,The scaffold becomes powerful when laws of change become objects.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: field laboratory; water table, vibrating string, wind tunnel, local arrow markers, currents, and phase-space traces
Subject: earlier ideas - rate, function, trig wave, matrix, limit - flowing into a single living landscape governed by arrows and waves.
Conceptual action: The scaffold becomes powerful when laws of change become objects; the message is that the book's spine now animates the world
Composition: rule everywhere, path obeying it; exact axes and equations added later; one local law visible at a time
Materials / medium: editorial scientific visualization; translucent fluid, matte arrows, taut string, pale blank grids
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: conceptual science-math plate for differential equations and waves"
GFV6-D_9-A,D.9,Thought experiments,Field and flow,margin prompt,core,normal,gpt-image-1.5,medium,1024x1024,1,,Follow the local instruction and watch a global curve appear.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: field laboratory; water table, vibrating string, wind tunnel, local arrow markers, currents, and phase-space traces
Subject: a blank curve starting at one point in an arrow field, with three possible starts elsewhere.
Conceptual action: Follow the local instruction and watch a global curve appear; reader sees the invitation to drawing a curve by obeying the local arrows, by obeying local arrows before solving equations
Composition: interactive puzzle-like still life; one object and one visible manipulation; generous empty space for margin placement
Materials / medium: editorial scientific visualization; translucent fluid, matte arrows, taut string, pale blank grids
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: small margin plate for reflective adult learning"
GFV6-17-A,17,E = mc^2 and the geometry of invariants,Invariant architecture,chapter opener,core,normal,gpt-image-1.5,high,1536x1024,2,SYS.2 amber_invariant_glow,Relativity is invariant geometry in a new symmetry group.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: quiet architectural prism room; observer slices, symmetry frames, amber preserved core, and stone/glass measuring structures
Subject: two observers slicing the same luminous spacetime crystal at different angles.
Conceptual action: Relativity is invariant geometry in a new symmetry group; their coordinate shadows differ, but one inner interval glows unchanged
Composition: chapter-opener plate; one dominant metaphor with two or three supporting objects; wide negative space for title overlay
Materials / medium: restrained architectural editorial render; translucent glass, graphite stone, amber thread, sober studio light
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: opening editorial spread for a geometry-first adult learning book"
GFV6-17_1-A,17.1,Euclidean geometry already trained us for this,Invariant architecture,subsection plate,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.2 amber_invariant_glow,Rotated observers disagree on components but agree on length.,"Overlay optional for x/y components. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: quiet architectural prism room; observer slices, symmetry frames, amber preserved core, and stone/glass measuring structures
Subject: a vector in the plane viewed through two rotated coordinate grids.
Conceptual action: Rotated observers disagree on components but agree on length; its component shadows change, but a circular radius ring around the origin preserves the same length
Composition: exactly two observers when observers appear; one invariant object stays fixed; restrained architectural stillness
Materials / medium: restrained architectural editorial render; translucent glass, graphite stone, amber thread, sober studio light
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: editorial plate for invariants, relativity, and modern structure"
GFV6-17_2-A,17.2,Relativity changes the symmetry group,Invariant architecture,hero conceptual plate,core,high,gpt-image-1.5,high,1536x1024,3,SYS.2 amber_invariant_glow,Relativity changes which transformations preserve structure.,"Overlay for ct and x axes recommended. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: translucent architectural prism standing on a stone table
Subject: exactly two observers place different slicing frames through the same prism while one amber core line remains unchanged
Conceptual action: show relativity as different decompositions of one invariant structure
Composition: two observers only; prism centered; amber invariant line uninterrupted through both slices
Materials / medium: glass prism, graphite stone, brass slicing frames, restrained architectural light
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: editorial plate for invariants, relativity, and modern structure"
GFV6-17_2-C,17.2-C,Relativity companion - observer slices of one crystal,Invariant architecture,hero plate,optional,medium,gpt-image-1.5,high,1536x1024,2,SYS.2 amber_invariant_glow,Observers disagree about components but preserve the interval.,"Overlay observer labels and interval line after generation. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: quiet architectural prism room; observer slices, symmetry frames, amber preserved core, and stone/glass measuring structures
Subject: one translucent spacetime crystal with two calm observer slices cutting it at different angles.
Conceptual action: Observers disagree about components but preserve the interval; the slices have different shadows on the outside frame, but one internal amber interval is identical in both views
Composition: minimal companion plate; one apparatus centered; at least half the image is clean overlay space
Materials / medium: restrained architectural editorial render; translucent glass, graphite stone, amber thread, sober studio light
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: companion plate designed to receive exact vector diagram overlays"
GFV6-17_2-B-A,17.2-B,Relativity symmetry - alternate,Invariant architecture,optional plate,optional,medium,gpt-image-1.5,high,1536x1024,2,SYS.2 amber_invariant_glow,The coordinates flex; the invariant does not.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: quiet architectural prism room; observer slices, symmetry frames, amber preserved core, and stone/glass measuring structures
Subject: two measuring frames sliding past the same spacetime event-pair.
Conceptual action: Coordinates flex while the invariant holds fixed; their time and space shadows differ, but both frames lock onto the same amber interval core
Composition: minimal companion plate; one apparatus centered; at least half the image is clean overlay space
Materials / medium: restrained architectural editorial render; translucent glass, graphite stone, amber thread, sober studio light
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: companion plate designed to receive exact vector diagram overlays"
GFV6-17_3-A,17.3,Energy and momentum form a spacetime-like object,Invariant architecture,technical-poetic plate,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.2 amber_invariant_glow,Mass is tied to the invariant length of energy-momentum.,"Overlay optional for rest-frame and momentum component labels. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: quiet architectural prism room; observer slices, symmetry frames, amber preserved core, and stone/glass measuring structures
Subject: energy and momentum as components of a luminous vector inside a dark prism.
Conceptual action: Mass is tied to the invariant length of energy-momentum; as observer frames tilt, the components slide along different faces, but the vector's invariant core remains the same
Composition: exactly two observers when observers appear; one invariant object stays fixed; restrained architectural stillness
Materials / medium: restrained architectural editorial render; translucent glass, graphite stone, amber thread, sober studio light
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: editorial plate for invariants, relativity, and modern structure"
GFV6-17_4-A,17.4,Why this belongs in the same book,Invariant architecture,summary plate,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.2 amber_invariant_glow,The same invariant habit runs from segments to spacetime.,"Overlay optional for domain names. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: invariant archive room with exactly six drawers arranged in one row
Subject: each drawer contains a simple object transformed by a symmetry; one amber thread runs through all drawers
Conceptual action: show the same scaffold returning across number line, plane, scaling, complex plane, spacetime, and energy-momentum
Composition: six drawers, equal size, blank fronts; one drawer slightly open; remaining drawers closed and calm
Materials / medium: matte stone archive, brass handles, amber thread, translucent glass covers
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: editorial plate for invariants, relativity, and modern structure"
GFV6-17_4-B,17.4-B,Invariant scaffold - one object through six symmetries,Invariant architecture,companion recap plate,optional,medium,gpt-image-1.5,high,1536x1024,2,SYS.2 amber_invariant_glow,The invariant is what survives a change of viewpoint or transformation.,"Add the six domain labels later as vector type; keep drawer fronts blank in generation. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: long stone measurement hall with exactly six identical glass chambers
Subject: one amber measuring thread passes through six transformed versions of a simple object
Conceptual action: show sameness surviving different symmetry chambers
Composition: six chambers in one row; one object per chamber; thread is the only continuous element
Materials / medium: stone, glass, brass frames, amber thread, quiet architectural lighting
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: companion plate designed to receive exact vector diagram overlays"
GFV6-17_5-A,17.5,"Historical note: Einstein, Minkowski, and the geometric upgrade",Invariant architecture,historical transition,core,medium,gpt-image-1.5,high,1536x1024,2,SYS.2 amber_invariant_glow,"Once the right geometry appeared, the formulas became structural.","Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: instrument-led historical still life; one era-specific work surface, closed books, blank tools only
Subject: einstein and Minkowski historically through objects rather than portraits: train platform, light clock, geometric spacetime notebook, and a crystalline interval diagram becoming solid.
Conceptual action: Once the right geometry appeared, the formulas became structural; the historical upgrade is from event timing to geometry
Composition: single still-life or one restrained historical scene; exactly one practical problem is visible through instruments
Materials / medium: restrained architectural editorial render; translucent glass, graphite stone, amber thread, sober studio light
Surface / text policy: Text layer: closed books, blank paper, abstract ticks only; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: historical editorial plate; context comes from instruments and one practical problem; restrained scene"
GFV6-17_6-A,17.6,A brief modern echo: Noether,Invariant architecture,beautiful theorem metaphor,core,medium,gpt-image-1.5,high,1536x1024,2,SYS.2 amber_invariant_glow,Symmetry and conservation are two sides of one structure.,"Overlay optional for conservation names. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: quiet architectural prism room; observer slices, symmetry frames, amber preserved core, and stone/glass measuring structures
Subject: a symmetry mechanism connected to conserved reservoirs: when a rotation gear turns smoothly, an amber reservoir remains level; when a translation rail slides smoothly, another reservoir remains level.
Conceptual action: Symmetry and conservation are two sides of one structure; the conserved quantities is shown as stable physical levels, physical actions
Composition: exactly two observers when observers appear; one invariant object stays fixed; restrained architectural stillness
Materials / medium: restrained architectural editorial render; translucent glass, graphite stone, amber thread, sober studio light
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: editorial plate for invariants, relativity, and modern structure"
GFV6-17_7-A,17.7,Thought experiments,Invariant architecture,margin prompt,core,normal,gpt-image-1.5,medium,1024x1024,1,SYS.2 amber_invariant_glow,Ask what all observers agree on.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: quiet architectural prism room; observer slices, symmetry frames, amber preserved core, and stone/glass measuring structures
Subject: two observers with tilted spacetime grids measuring the same pair of events.
Conceptual action: Ask what all observers agree on; their coordinate projections differ, but a central luminous interval connects the events unchanged
Composition: interactive puzzle-like still life; one object and one visible manipulation; generous empty space for margin placement
Materials / medium: restrained architectural editorial render; translucent glass, graphite stone, amber thread, sober studio light
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: small margin plate for reflective adult learning"
GFV6-18-A,18,Where to go next: strengthening the joints,Modern map and recovery,chapter opener,core,medium,gpt-image-1.5,high,1536x1024,2,,Further study reinforces the same spine.,"Overlay optional for destination names. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: the completed mathematical scaffold with seven joints glowing for future reinforcement: real numbers, algebraic laws, Euler rotation, differential fields, linear transformations, probability, and topology.
Conceptual action: Further study reinforces the same spine; each future path is a doorway with a distinct visual action, a set of distinct visual actions
Composition: chapter-opener plate; one dominant metaphor with two or three supporting objects; wide negative space for title overlay
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: opening editorial spread for a geometry-first adult learning book"
GFV6-18_1-A,18.1,Build the real numbers rigorously,Modern map and recovery,subsection image,core,medium,gpt-image-1.5,high,1536x1024,2,SYS.3 refinement_lens,Rigor gives every convergent process a home.,"Overlay optional for two construction methods. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: two construction crews completing the same bridge over a gorge in the number line: one crew builds with nested cuts, the other with converging sequences of stepping stones.
Conceptual action: Rigor gives every convergent process a home; they meet at one completed real-line span
Composition: organized stations or one central object; scan left-to-right using the exact station count required by the subject; clear gutters between zones
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: front-matter or recap plate for an adult learning book"
GFV6-18_2-A,18.2,Re-derive algebraic laws from the geometry,Modern map and recovery,evidence wall,core,normal,gpt-image-1.5,high,1536x1024,1,,A rule becomes trustworthy when you can locate its geometry.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: algebraic laws as sealed case files connected by strings to geometric constructions: parallelogram, dilation, reciprocal, half-turn.
Conceptual action: A rule becomes trustworthy when you can locate its geometry; the point is that every rule has evidence, evidence rather than authority
Composition: organized stations or one central object; scan left-to-right using the exact station count required by the subject; clear gutters between zones
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: front-matter or recap plate for an adult learning book"
GFV6-18_3-A,18.3,Go deeper on Euler's formula and complex exponentials,Modern map and recovery,destination plate,core,medium,gpt-image-1.5,high,1536x1024,2,SYS.5 rotating_bead,"Euler's formula is where turning, waves, and exponentials meet.","Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: a rotating circular lamp whose shadows become waves while a scale-gate mechanism feeds the turn continuously.
Conceptual action: Euler's formula is where turning, waves, and exponentials meet; this is a promise of a deeper Euler chapter: addition of angle becomes multiplication of rotations
Composition: organized stations or one central object; scan left-to-right using the exact station count required by the subject; clear gutters between zones
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: front-matter or recap plate for an adult learning book"
GFV6-18_4-A,18.4,"Partial differential equations, fields, and nonlinear dynamics",Modern map and recovery,landscape plate,core,normal,gpt-image-1.5,high,1536x1024,1,,Local laws over many variables create rich global behavior.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: a field landscape where heat flows, fluid swirls, and waves propagate through local arrows.
Conceptual action: Local laws over two spatial variables plus time create rich global behavior; in one corner, a simple rule produces a complex chaotic braid
Composition: organized stations or one central object; scan left-to-right using the exact station count required by the subject; clear gutters between zones
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: front-matter or recap plate for an adult learning book"
GFV6-18_5-A,18.5,Linear algebra as the grown-up form of transformation geometry,Modern map and recovery,cockpit metaphor,core,normal,gpt-image-1.5,high,1536x1024,1,,Linear algebra is transformation geometry made systematic.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: a control room for space transformations: basis levers, eigen-direction monitors, determinant gauges, diagonalization panels.
Conceptual action: Linear algebra is transformation geometry made systematic; the grid outside responds to every control
Composition: organized stations or one central object; scan left-to-right using the exact station count required by the subject; clear gutters between zones
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: front-matter or recap plate for an adult learning book"
GFV6-18_6-A,18.6,Probability and statistics as structured uncertainty,Modern map and recovery,conceptual terrain,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.1 brass_unit_stick; SYS.2 amber_invariant_glow,Probability studies structured uncertainty with the same habits of measure and invariant.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: uncertainty as fog over a landscape, with measurement tools extracting expectation, spread, correlation, and information channels.
Conceptual action: Probability studies structured uncertainty with the same habits of measure and invariant; the fog means structured uncertainty rather than blank ignorance
Composition: organized stations or one central object; scan left-to-right using the exact station count required by the subject; clear gutters between zones
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: front-matter or recap plate for an adult learning book"
GFV6-18_7-A,18.7,Topology and geometry beyond rigid shape,Modern map and recovery,rubber-sheet art,core,normal,gpt-image-1.5,high,1536x1024,1,,Change the allowed transformations and 'same' changes too.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: a coffee cup, donut, and looped clay object smoothly deforming on a rubber sheet while holes and connectedness glow as preserved features.
Conceptual action: Change the allowed transformations and 'same' changes too; distances stretch freely; topological invariants remain lit
Composition: organized stations or one central object; scan left-to-right using the exact station count required by the subject; clear gutters between zones
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: front-matter or recap plate for an adult learning book"
GFV6-19-A,19,A modern continuation,Modern map and recovery,chapter opener,core,normal,gpt-image-1.5,high,1536x1024,2,SYS.2 amber_invariant_glow,The scaffold survives into modern mathematics.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: the mathematical cathedral extending beyond the calculus nave into modern wings: algebra, topology, differential geometry, analysis, probability, computation.
Conceptual action: The scaffold survives into modern mathematics; the same foundation beams from the early chapters run under all wings
Composition: chapter-opener plate; one dominant metaphor with two or three supporting objects; wide negative space for title overlay
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: opening editorial spread for a geometry-first adult learning book"
GFV6-19_1-A,19.1,Abstract algebra: symmetry becomes the object itself,Modern map and recovery,subsection image,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.1 brass_unit_stick,Abstract algebra studies the structure of operations themselves.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: four transformations first acting on a shape, then stepping away from the shape to form their own choreography circle.
Conceptual action: Abstract algebra studies the structure of operations themselves; the composition law becomes the dance itself
Composition: organized stations or one central object; scan left-to-right using the exact station count required by the subject; clear gutters between zones
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: front-matter or recap plate for an adult learning book"
GFV6-19_2-A,19.2,Topology: sameness under continuous deformation,Modern map and recovery,conceptual clay plate,core,normal,gpt-image-1.5,high,1536x1024,1,,Topology changes the sameness rule to continuous deformation.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: a shape being stretched, bent, and smoothed while preserving connected material, while a glowing hole remains protected through every deformation.
Conceptual action: Topology changes the sameness rule to continuous deformation; correct the notion that topology is weirdness for its own sake
Composition: organized stations or one central object; scan left-to-right using the exact station count required by the subject; clear gutters between zones
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: front-matter or recap plate for an adult learning book"
GFV6-19_3-A,19.3,Differential geometry: calculus on curved spaces,Modern map and recovery,hero modern plate,core,normal,gpt-image-1.5,high,1536x1024,1,,Differential geometry makes local linear thinking work on curved spaces.,"Overlay optional for tangent plane and geodesic. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: tiny explorers on a curved surface carrying tangent planes, measuring geodesic paths, and detecting curvature with local straight rulers.
Conceptual action: Differential geometry makes local linear thinking work on curved spaces; the surface feels like a living extension of calculus onto bent space
Composition: organized stations or one central object; scan left-to-right using the exact station count required by the subject; clear gutters between zones
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: front-matter or recap plate for an adult learning book"
GFV6-19_4-A,19.4,"Analysis: rigor about limit, approximation, and continuity",Modern map and recovery,laboratory plate,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.2 amber_invariant_glow; SYS.3 refinement_lens,Analysis formalizes the approximation habits used throughout the book.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: functions passing through a series of testing chambers: convergence, continuity, completeness, compactness.
Conceptual action: Analysis formalizes the approximation habits used throughout the book; each chamber uses the same refinement motif from Interlude C, now sharpened into a lab apparatus
Composition: organized stations or one central object; scan left-to-right using the exact station count required by the subject; clear gutters between zones
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: front-matter or recap plate for an adult learning book"
GFV6-19_5-A,19.5,"Probability, information, and computation",Modern map and recovery,modern conceptual triptych,core,normal,gpt-image-1.5,high,1536x1024,1,,"Modern mathematics also studies uncertainty, compression, and process.","Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: three linked panels: probability as structured fog, information as compression into a bright channel, computation as a path through a maze of allowed procedures.
Conceptual action: Modern mathematics also studies uncertainty, compression, and process; a common thread of measurement and transformation connects all three
Composition: exactly three equal panels with blank gutters; one conceptual role per panel; each panel contains at most two main objects
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: front-matter or recap plate for an adult learning book"
GFV6-19_6-A,19.6,Why this modern map matters for a recovering learner,Modern map and recovery,emotional architecture plate,core,medium,gpt-image-1.5,high,1536x1024,2,,"The learner was shown the hallway, not the cathedral.","Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: calm recovery-map studio; modular wall, cabinets, paths, cards, instruments, and a single amber thread tying ideas together
Subject: a narrow corridor of rote drills opening into a spacious mathematical structure where comparison, transformation, refinement, and invariant appear as visible beams.
Conceptual action: The learner was shown the hallway before the cathedral; the beams are distinguished by objects and actions, physical actions
Composition: organized stations or one central object; scan left-to-right using the exact station count required by the subject; clear gutters between zones
Materials / medium: museum-quality editorial illustration; paper, wood, brass, glass, graphite, warm neutral palette
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: front-matter or recap plate for an adult learning book"
